region,state_abb,id,year,avg_temp,temp_hist,temp_hist_sd,temp_sd,precip,precip_hist,precip_hist_sd,precip_sd,outcome
Northeast,CT,101,1928,26.4,26.633333333333326,4.249820920541893,4.1185978646143715,2.84,2.8866666666666667,0.7667747785556474,0.9641827378648995,Early Spring
Northeast,CT,101,1929,28.950000000000003,27.093333333333327,4.069633492418174,4.1185978646143715,2.95,2.8886666666666665,0.7585587685272023,0.9641827378648995,Early Spring
Northeast,CT,101,1930,28.9,27.186666666666664,3.9837420143001676,4.1185978646143715,2.9299999999999997,2.928666666666667,0.6371440935866162,0.9641827378648995,Early Spring
Northeast,CT,101,1931,28.549999999999997,27.65333333333333,3.623772983325087,4.1185978646143715,2.46,2.864333333333333,0.6336754306621148,0.9641827378648995,Early Spring
Northeast,CT,101,1932,26.85,27.81,3.640726083398343,4.1185978646143715,3.1550000000000002,2.8880000000000003,0.6557949554665493,0.9641827378648995,Early Spring
Northeast,CT,101,1933,27.950000000000003,27.916666666666664,3.6461803869512357,4.1185978646143715,3.54,2.9526666666666666,0.6778578624162883,0.9641827378648995,Early Spring
Northeast,CT,101,1934,19.8,27.229999999999997,4.301900603961718,4.1185978646143715,2.55,2.9180000000000006,0.6675245520594213,0.9641827378648995,Late Winter
Northeast,CT,101,1935,27.6,27.326666666666668,4.295186712232945,4.1185978646143715,2.365,2.841666666666667,0.6434108222838426,0.9641827378648995,Early Spring
Northeast,CT,101,1936,26.5,26.90333333333333,4.202407406301617,4.1185978646143715,4.625,2.9526666666666666,0.857852706638313,0.9641827378648995,Early Spring
Northeast,CT,101,1937,26.950000000000003,26.766666666666666,4.319615724853776,4.1185978646143715,2.635,2.9046666666666665,0.8546936074367208,0.9641827378648995,Early Spring
Northeast,CT,101,1938,30.5,27.330000000000005,4.210884380489263,4.1185978646143715,2.725,2.92,0.8476716937175304,0.9641827378648995,Early Spring
Northeast,CT,101,1939,27.1,27.486666666666665,4.180292892089215,4.1185978646143715,3.77,3.015,0.8804063021513474,0.9641827378648995,Early Spring
Northeast,CT,101,1940,24.65,26.973333333333336,4.05704129391702,4.1185978646143715,3.71,3.059,0.8994519862957664,0.9641827378648995,Late Winter
Northeast,CT,101,1941,24.35,27.05,3.9997049908666087,4.1185978646143715,2.02,2.993333333333333,0.89303000620842,0.9641827378648995,Late Winter
Northeast,CT,101,1942,27.900000000000002,26.863333333333337,3.988904804869515,4.1185978646143715,3.89,3.077666666666667,0.8828953861383881,0.9641827378648995,Early Spring
Northeast,CT,101,1943,27.2,26.916666666666664,3.9950959861405138,4.1185978646143715,2.535,3.0573333333333332,0.88182492049959,0.9641827378648995,Early Spring
Northeast,CT,101,1944,25.6,26.693333333333335,3.89301495236577,4.1185978646143715,3.2300000000000004,3.076,0.8781485844139394,0.9641827378648995,Late Winter
Northeast,CT,101,1945,32.6,26.939999999999998,4.334373253435128,4.1185978646143715,2.8600000000000003,3.071333333333333,0.8876986778688636,0.9641827378648995,Early Spring
Northeast,CT,101,1946,31.5,27.136666666666663,4.6736829497400585,4.1185978646143715,2.4000000000000004,3.0673333333333335,0.8996615301742845,0.9641827378648995,Early Spring
Northeast,CT,101,1947,25.1,27.020000000000003,4.587328701440038,4.1185978646143715,2.51,3.0243333333333338,0.895798895093705,0.9641827378648995,Late Winter
Northeast,CT,101,1948,26.200000000000003,26.903333333333336,4.505739657852439,4.1185978646143715,2.775,2.973333333333333,0.8895610555147516,0.9641827378648995,Early Spring
Northeast,CT,101,1949,30.75,27.633333333333333,3.9866385706997014,4.1185978646143715,2.425,2.965,0.9001934880308753,0.9641827378648995,Early Spring
Northeast,CT,101,1950,24.450000000000003,27.423333333333336,4.068859448765982,4.1185978646143715,3.6550000000000002,3.051,0.9048497948478806,0.9641827378648995,Late Winter
